order	chromosome	type	start	end	strand	ID	accession_number	Name_hsaV2	Name	derives_from
4047_	chr8	miRNA_primary_transcript	105496597.0	105496693.0	-	MI0003612	MI0003612	hsa-mir-548a-3	hsa-mir-548a-3	na
4048_	chr8	miRNA	105496612.0	105496633.0	-	MIMAT0003251_2	MIMAT0003251	hsa-miR-548a-3p	hsa-miR-548a-3p	MI0003612
4049_	chr8	miRNA	105496648.0	105496669.0	-	MIMAT0004803	MIMAT0004803	hsa-miR-548a-5p	hsa-miR-548a-5p	MI0003612
4050_	chr8	miRNA_primary_transcript	113655722.0	113655812.0	+	MI0010487	MI0010487	hsa-mir-2053	hsa-mir-2053	na
4051_	chr8	miRNA	113655782.0	113655804.0	+	MIMAT0009978	MIMAT0009978	hsa-miR-2053-3p	hsa-miR-2053	MI0010487
4052_	chr8	miRNA_primary_transcript	117886967.0	117887039.0	-	MI0016000	MI0016000	hsa-mir-3610	hsa-mir-3610	na
4053_	chr8	miRNA	117886979.0	117886998.0	-	MIMAT0017987	MIMAT0017987	hsa-miR-3610-3p	hsa-miR-3610	MI0016000
4054_	chr8	miRNA_primary_transcript	120337411.0	120337505.0	+	MI0022212	MI0022212	hsa-mir-548az	hsa-mir-548az	na
4055_	chr8	miRNA	120337430.0	120337451.0	+	MIMAT0025456	MIMAT0025456	hsa-miR-548az-5p	hsa-miR-548az-5p	MI0022212
4056_	chr8	miRNA	120337468.0	120337488.0	+	MIMAT0025457	MIMAT0025457	hsa-miR-548az-3p	hsa-miR-548az-3p	MI0022212
4057_	chr8	miRNA_primary_transcript	124228028.0	124228103.0	-	MI0017292	MI0017292	hsa-mir-4663	hsa-mir-4663	na
4058_	chr8	miRNA	124228071.0	124228094.0	-	MIMAT0019735	MIMAT0019735	hsa-miR-4663-5p	hsa-miR-4663	MI0017292
4059_	chr8	miRNA_primary_transcript	124360274.0	124360370.0	+	MI0016689	MI0016689	hsa-mir-548aa-1	hsa-mir-548aa-1	na
4060_	chr8	miRNA	124360328.0	124360352.0	+	MIMAT0018447_1	MIMAT0018447	hsa-miR-548aa-3p	hsa-miR-548aa	MI0016689
4061_	chr8	miRNA_primary_transcript	124360274.0	124360370.0	-	MI0003668	MI0003668	hsa-mir-548d-1	hsa-mir-548d-1	na
4062_	chr8	miRNA	124360325.0	124360346.0	-	MIMAT0004812_1	MIMAT0004812	hsa-miR-548d-5p	hsa-miR-548d-5p	MI0003668
4063_	chr8	miRNA	124360289.0	124360310.0	-	MIMAT0003323_1	MIMAT0003323	hsa-miR-548d-3p	hsa-miR-548d-3p	MI0003668
4064_	chr8	miRNA_primary_transcript	125520756.0	125520817.0	-	MI0022690	MI0022690	hsa-mir-6844	hsa-mir-6844	na
4065_	chr8	miRNA	125520756.0	125520776.0	-	MIMAT0027589	MIMAT0027589	hsa-miR-6844-3p	hsa-miR-6844	MI0022690
4066_	chr8	miRNA_primary_transcript	125834220.0	125834300.0	-	MI0017293	MI0017293	hsa-mir-4662b	hsa-mir-4662b	na
4067_	chr8	miRNA	125834230.0	125834251.0	-	MIMAT0019736	MIMAT0019736	hsa-miR-4662b-3p	hsa-miR-4662b	MI0017293
4068_	chr8	miRNA_primary_transcript	125834227.0	125834293.0	+	MI0017290	MI0017290	hsa-mir-4662a	hsa-mir-4662a	na
4069_	chr8	miRNA	125834232.0	125834253.0	+	MIMAT0019731	MIMAT0019731	hsa-miR-4662a-5p	hsa-miR-4662a-5p	MI0017290
4070_	chr8	miRNA	125834269.0	125834290.0	+	MIMAT0019732	MIMAT0019732	hsa-miR-4662a-3p	hsa-miR-4662a-3p	MI0017290
4071_	chr8	miRNA_primary_transcript	128808208.0	128808274.0	+	MI0006337	MI0006337	hsa-mir-1204	hsa-mir-1204	na
4072_	chr8	miRNA	128808211.0	128808231.0	+	MIMAT0005868	MIMAT0005868	hsa-miR-1204-5p	hsa-miR-1204	MI0006337
4073_	chr8	miRNA_primary_transcript	128972879.0	128972941.0	+	MI0006338	MI0006338	hsa-mir-1205	hsa-mir-1205	na
4074_	chr8	miRNA	128972886.0	128972905.0	+	MIMAT0005869	MIMAT0005869	hsa-miR-1205-5p	hsa-miR-1205	MI0006338
4075_	chr8	miRNA_primary_transcript	129021144.0	129021202.0	+	MI0006339	MI0006339	hsa-mir-1206	hsa-mir-1206	na
4076_	chr8	miRNA	129021147.0	129021167.0	+	MIMAT0005870	MIMAT0005870	hsa-miR-1206-5p	hsa-miR-1206	MI0006339
4077_	chr8	miRNA_primary_transcript	129061398.0	129061484.0	+	MI0006340	MI0006340	hsa-mir-1207	hsa-mir-1207	na
4078_	chr8	miRNA	129061405.0	129061425.0	+	MIMAT0005871	MIMAT0005871	hsa-miR-1207-5p	hsa-miR-1207-5p	MI0006340
4079_	chr8	miRNA	129061449.0	129061466.0	+	MIMAT0005872	MIMAT0005872	hsa-miR-1207-3p	hsa-miR-1207-3p	MI0006340
4080_	chr8	miRNA_primary_transcript	129162362.0	129162434.0	+	MI0006341	MI0006341	hsa-mir-1208	hsa-mir-1208	na
4081_	chr8	miRNA	129162373.0	129162392.0	+	MIMAT0005873	MIMAT0005873	hsa-miR-1208-5p	hsa-miR-1208	MI0006341
4082_	chr8	miRNA_primary_transcript	130496303.0	130496388.0	-	MI0016087	MI0016087	hsa-mir-3686	hsa-mir-3686	na
4083_	chr8	miRNA	130496313.0	130496334.0	-	MIMAT0018114	MIMAT0018114	hsa-miR-3686-3p	hsa-miR-3686	MI0016087
4084_	chr8	miRNA_primary_transcript	130508088.0	130508189.0	-	MI0016074	MI0016074	hsa-mir-3673	hsa-mir-3673	na
4085_	chr8	miRNA	130508099.0	130508119.0	-	MIMAT0018096	MIMAT0018096	hsa-miR-3673-5p	hsa-miR-3673	MI0016074
4086_	chr8	miRNA_primary_transcript	130509594.0	130509674.0	-	MI0016070	MI0016070	hsa-mir-3669	hsa-mir-3669	na
4087_	chr8	miRNA	130509599.0	130509621.0	-	MIMAT0018092	MIMAT0018092	hsa-miR-3669-3p	hsa-miR-3669	MI0016070
4088_	chr8	miRNA_primary_transcript	131020580.0	131020699.0	-	MI0018173	MI0018173	hsa-mir-5194	hsa-mir-5194	na
4089_	chr8	miRNA	131020606.0	131020627.0	-	MIMAT0021125	MIMAT0021125	hsa-miR-5194-3p	hsa-miR-5194	MI0018173
4090_	chr8	miRNA_primary_transcript	134058726.0	134058826.0	-	MI0025518	MI0025518	hsa-mir-7848	hsa-mir-7848	na
4091_	chr8	miRNA	134058739.0	134058761.0	-	MIMAT0030423	MIMAT0030423	hsa-miR-7848-3p	hsa-miR-7848-3p	MI0025518
4092_	chr8	miRNA_primary_transcript	135812763.0	135812850.0	-	MI0000441	MI0000441	hsa-mir-30b	hsa-mir-30b	na
4093_	chr8	miRNA	135812813.0	135812834.0	-	MIMAT0000420	MIMAT0000420	hsa-miR-30b-5p	hsa-miR-30b-5p	MI0000441
4094_	chr8	miRNA	135812775.0	135812796.0	-	MIMAT0004589	MIMAT0004589	hsa-miR-30b-3p	hsa-miR-30b-3p	MI0000441
4095_	chr8	miRNA_primary_transcript	135817119.0	135817188.0	-	MI0000255	MI0000255	hsa-mir-30d	hsa-mir-30d	na
4096_	chr8	miRNA	135817162.0	135817183.0	-	MIMAT0000245	MIMAT0000245	hsa-miR-30d-5p	hsa-miR-30d-5p	MI0000255
4097_	chr8	miRNA	135817122.0	135817143.0	-	MIMAT0004551	MIMAT0004551	hsa-miR-30d-3p	hsa-miR-30d-3p	MI0000255
4098_	chr8	miRNA_primary_transcript	141742663.0	141742752.0	-	MI0000809	MI0000809	hsa-mir-151a	hsa-mir-151a	na
4099_	chr8	miRNA	141742722.0	141742742.0	-	MIMAT0004697	MIMAT0004697	hsa-miR-151a-5p	hsa-miR-151a-5p	MI0000809
4100_	chr8	miRNA	141742686.0	141742706.0	-	MIMAT0000757	MIMAT0000757	hsa-miR-151a-3p	hsa-miR-151a-3p	MI0000809
4101_	chr8	miRNA_primary_transcript	142867603.0	142867674.0	-	MI0006368	MI0006368	hsa-mir-1302-7	hsa-mir-1302-7	na
4102_	chr8	miRNA	142867616.0	142867636.0	-	MIMAT0005890_8	MIMAT0005890	hsa-miR-1302-3p	hsa-miR-1302	MI0006368
4103_	chr8	miRNA_primary_transcript	143257700.0	143257779.0	+	MI0016823	MI0016823	hsa-mir-4472-1	hsa-mir-4472-1	na
4104_	chr8	miRNA	143257757.0	143257774.0	+	MIMAT0018999_1	MIMAT0018999	hsa-miR-4472-5p	hsa-miR-4472	MI0016823
4105_	chr8	miRNA_primary_transcript	144815253.0	144815323.0	-	MI0017294	MI0017294	hsa-mir-4664	hsa-mir-4664	na
4106_	chr8	miRNA	144815293.0	144815314.0	-	MIMAT0019737	MIMAT0019737	hsa-miR-4664-5p	hsa-miR-4664-5p	MI0017294
4107_	chr8	miRNA	144815259.0	144815280.0	-	MIMAT0019738	MIMAT0019738	hsa-miR-4664-3p	hsa-miR-4664-3p	MI0017294
4108_	chr8	miRNA_primary_transcript	144895127.0	144895212.0	-	MI0005759	MI0005759	hsa-mir-937	hsa-mir-937	na
4109_	chr8	miRNA	144895141.0	144895162.0	-	MIMAT0004980	MIMAT0004980	hsa-miR-937-3p	hsa-miR-937-3p	MI0005759
4110_	chr8	miRNA	144895180.0	144895199.0	-	MIMAT0022938	MIMAT0022938	hsa-miR-937-5p	hsa-miR-937-5p	MI0005759
4111_	chr8	miRNA_primary_transcript	144919928.0	144919988.0	-	MI0022691	MI0022691	hsa-mir-6845	hsa-mir-6845	na
4112_	chr8	miRNA	144919965.0	144919983.0	-	MIMAT0027590	MIMAT0027590	hsa-miR-6845-5p	hsa-miR-6845-5p	MI0022691
4113_	chr8	miRNA	144919928.0	144919948.0	-	MIMAT0027591	MIMAT0027591	hsa-miR-6845-3p	hsa-miR-6845-3p	MI0022691
4114_	chr8	miRNA_primary_transcript	145019359.0	145019447.0	-	MI0003669	MI0003669	hsa-mir-661	hsa-mir-661	na
4115_	chr8	miRNA	145019374.0	145019397.0	-	MIMAT0003324	MIMAT0003324	hsa-miR-661-3p	hsa-miR-661	MI0003669
4116_	chr8	miRNA_primary_transcript	145112224.0	145112283.0	-	MI0022692	MI0022692	hsa-mir-6846	hsa-mir-6846	na
4117_	chr8	miRNA	145112257.0	145112278.0	-	MIMAT0027592	MIMAT0027592	hsa-miR-6846-5p	hsa-miR-6846-5p	MI0022692
4118_	chr8	miRNA	145112224.0	145112244.0	-	MIMAT0027593	MIMAT0027593	hsa-miR-6846-3p	hsa-miR-6846-3p	MI0022692
4119_	chr8	miRNA_primary_transcript	145134777.0	145134845.0	+	MI0022693	MI0022693	hsa-mir-6847	hsa-mir-6847	na
4120_	chr8	miRNA	145134782.0	145134804.0	+	MIMAT0027594	MIMAT0027594	hsa-miR-6847-5p	hsa-miR-6847-5p	MI0022693
4121_	chr8	miRNA	145134821.0	145134842.0	+	MIMAT0027595	MIMAT0027595	hsa-miR-6847-3p	hsa-miR-6847-3p	MI0022693
4122_	chr8	miRNA_primary_transcript	145317576.0	145317640.0	-	MI0022963	MI0022963	hsa-mir-7112-1	hsa-mir-7112-1	na
4123_	chr8	miRNA	145317619.0	145317640.0	-	MIMAT0028121	MIMAT0028121	hsa-miR-7112-5p	hsa-miR-7112-5p	MI0022963
4124_	chr8	miRNA	145317576.0	145317598.0	-	MIMAT0028122	MIMAT0028122	hsa-miR-7112-3p	hsa-miR-7112-3p	MI0022963
4125_	chr8	miRNA_primary_transcript	145486629.0	145486693.0	-	MI0026414	MI0026414	hsa-mir-7112-2	hsa-mir-7112-2	na
4126_	chr8	miRNA	145486672.0	145486693.0	-	MIMAT0028121_1	MIMAT0028121	hsa-miR-7112-5p	hsa-miR-7112-5p	MI0026414
4127_	chr8	miRNA	145486629.0	145486651.0	-	MIMAT0028122_1	MIMAT0028122	hsa-miR-7112-3p	hsa-miR-7112-3p	MI0026414
4128_	chr8	miRNA_primary_transcript	145540909.0	145540978.0	-	MI0022694	MI0022694	hsa-mir-6848	hsa-mir-6848	na
4129_	chr8	miRNA	145540951.0	145540973.0	-	MIMAT0027596	MIMAT0027596	hsa-miR-6848-5p	hsa-miR-6848-5p	MI0022694
4130_	chr8	miRNA	145540916.0	145540934.0	-	MIMAT0027597	MIMAT0027597	hsa-miR-6848-3p	hsa-miR-6848-3p	MI0022694
4131_	chr8	miRNA_primary_transcript	145619364.0	145619445.0	-	MI0005761	MI0005761	hsa-mir-939	hsa-mir-939	na
4132_	chr8	miRNA	145619408.0	145619431.0	-	MIMAT0004982	MIMAT0004982	hsa-miR-939-5p	hsa-miR-939-5p	MI0005761
4133_	chr8	miRNA	145619376.0	145619396.0	-	MIMAT0022939	MIMAT0022939	hsa-miR-939-3p	hsa-miR-939-3p	MI0005761
4134_	chr8	miRNA_primary_transcript	145625476.0	145625559.0	-	MI0006324	MI0006324	hsa-mir-1234	hsa-mir-1234	na
4135_	chr8	miRNA	145625478.0	145625499.0	-	MIMAT0005589	MIMAT0005589	hsa-miR-1234-3p	hsa-miR-1234-3p	MI0006324
4136_	chr8	miRNA_primary_transcript	145625671.0	145625739.0	-	MI0022695	MI0022695	hsa-mir-6849	hsa-mir-6849	na
4137_	chr8	miRNA	145625712.0	145625734.0	-	MIMAT0027598	MIMAT0027598	hsa-miR-6849-5p	hsa-miR-6849-5p	MI0022695
4138_	chr8	miRNA	145625671.0	145625692.0	-	MIMAT0027599	MIMAT0027599	hsa-miR-6849-3p	hsa-miR-6849-3p	MI0022695
4139_	chr8	miRNA_primary_transcript	145660934.0	145661002.0	-	MI0022740	MI0022740	hsa-mir-6893	hsa-mir-6893	na
4140_	chr8	miRNA	145660977.0	145660997.0	-	MIMAT0027686	MIMAT0027686	hsa-miR-6893-5p	hsa-miR-6893-5p	MI0022740
4141_	chr8	miRNA	145660934.0	145660955.0	-	MIMAT0027687	MIMAT0027687	hsa-miR-6893-3p	hsa-miR-6893-3p	MI0022740
4142_	chr8	miRNA_primary_transcript	146017316.0	146017376.0	-	MI0022696	MI0022696	hsa-mir-6850	hsa-mir-6850	na
4143_	chr8	miRNA	146017355.0	146017376.0	-	MIMAT0027600	MIMAT0027600	hsa-miR-6850-5p	hsa-miR-6850-5p	MI0022696
4144_	chr8	miRNA	146017320.0	146017339.0	-	MIMAT0027601	MIMAT0027601	hsa-miR-6850-3p	hsa-miR-6850-3p	MI0022696
4145_	chr9	miRNA_primary_transcript	30144.0	30281.0	+	MI0015980	MI0015980	hsa-mir-1302-11	hsa-mir-1302-11	na
4146_	chr9	miRNA	30216.0	30236.0	+	MIMAT0005890_9	MIMAT0005890	hsa-miR-1302-3p	hsa-miR-1302	MI0015980
4147_	chr9	miRNA_primary_transcript	4850297.0	4850375.0	+	MI0000739	MI0000739	hsa-mir-101-2	hsa-mir-101-2	na
4148_	chr9	miRNA	4850345.0	4850365.0	+	MIMAT0000099_1	MIMAT0000099	hsa-miR-101-3p	hsa-miR-101-3p	MI0000739
4149_	chr9	miRNA_primary_transcript	6007826.0	6007904.0	+	MI0017295	MI0017295	hsa-mir-4665	hsa-mir-4665	na
4150_	chr9	miRNA	6007835.0	6007857.0	+	MIMAT0019739	MIMAT0019739	hsa-miR-4665-5p	hsa-miR-4665-5p	MI0017295
4151_	chr9	miRNA	6007871.0	6007896.0	+	MIMAT0019740	MIMAT0019740	hsa-miR-4665-3p	hsa-miR-4665-3p	MI0017295
4152_	chr9	miRNA_primary_transcript	18573304.0	18573377.0	+	MI0014179	MI0014179	hsa-mir-3152	hsa-mir-3152	na
4153_	chr9	miRNA	18573348.0	18573369.0	+	MIMAT0015025	MIMAT0015025	hsa-miR-3152-3p	hsa-miR-3152-3p	MI0014179
4154_	chr9	miRNA	18573314.0	18573335.0	+	MIMAT0019207	MIMAT0019207	hsa-miR-3152-5p	hsa-miR-3152-5p	MI0014179
4155_	chr9	miRNA_primary_transcript	20411146.0	20411236.0	-	MI0016825	MI0016825	hsa-mir-4473	hsa-mir-4473	na
4156_	chr9	miRNA	20411159.0	20411180.0	-	MIMAT0019000	MIMAT0019000	hsa-miR-4473-3p	hsa-miR-4473	MI0016825
4157_	chr9	miRNA_primary_transcript	20502263.0	20502340.0	-	MI0016826	MI0016826	hsa-mir-4474	hsa-mir-4474	na
4158_	chr9	miRNA	20502308.0	20502328.0	-	MIMAT0019234	MIMAT0019234	hsa-miR-4474-5p	hsa-miR-4474-5p	MI0016826
4159_	chr9	miRNA	20502275.0	20502296.0	-	MIMAT0019001	MIMAT0019001	hsa-miR-4474-3p	hsa-miR-4474-3p	MI0016826
4160_	chr9	miRNA_primary_transcript	20716104.0	20716187.0	+	MI0003126	MI0003126	hsa-mir-491	hsa-mir-491	na
4161_	chr9	miRNA	20716119.0	20716140.0	+	MIMAT0002807	MIMAT0002807	hsa-miR-491-5p	hsa-miR-491-5p	MI0003126
4162_	chr9	miRNA	20716153.0	20716174.0	+	MIMAT0004765	MIMAT0004765	hsa-miR-491-3p	hsa-miR-491-3p	MI0003126
4163_	chr9	miRNA_primary_transcript	21512114.0	21512184.0	-	MI0000089	MI0000089	hsa-mir-31	hsa-mir-31	na
4164_	chr9	miRNA	21512157.0	21512177.0	-	MIMAT0000089	MIMAT0000089	hsa-miR-31-5p	hsa-miR-31-5p	MI0000089
4165_	chr9	miRNA	21512120.0	21512141.0	-	MIMAT0004504	MIMAT0004504	hsa-miR-31-3p	hsa-miR-31-3p	MI0000089
4166_	chr9	miRNA_primary_transcript	28863624.0	28863704.0	-	MI0005542	MI0005542	hsa-mir-876	hsa-mir-876	na
4167_	chr9	miRNA	28863673.0	28863694.0	-	MIMAT0004924	MIMAT0004924	hsa-miR-876-5p	hsa-miR-876-5p	MI0005542
4168_	chr9	miRNA	28863634.0	28863655.0	-	MIMAT0004925	MIMAT0004925	hsa-miR-876-3p	hsa-miR-876-3p	MI0005542
4169_	chr9	miRNA_primary_transcript	28888877.0	28888953.0	-	MI0005564	MI0005564	hsa-mir-873	hsa-mir-873	na
4170_	chr9	miRNA	28888923.0	28888943.0	-	MIMAT0004953	MIMAT0004953	hsa-miR-873-5p	hsa-miR-873-5p	MI0005564
4171_	chr9	miRNA	28888887.0	28888908.0	-	MIMAT0022717	MIMAT0022717	hsa-miR-873-3p	hsa-miR-873-3p	MI0005564
4172_	chr9	miRNA_primary_transcript	33467867.0	33467933.0	-	MI0022697	MI0022697	hsa-mir-6851	hsa-mir-6851	na
4173_	chr9	miRNA	33467906.0	33467928.0	-	MIMAT0027602	MIMAT0027602	hsa-miR-6851-5p	hsa-miR-6851-5p	MI0022697
4174_	chr9	miRNA	33467867.0	33467887.0	-	MIMAT0027603	MIMAT0027603	hsa-miR-6851-3p	hsa-miR-6851-3p	MI0022697
4175_	chr9	miRNA_primary_transcript	35608091.0	35608156.0	+	MI0017297	MI0017297	hsa-mir-4667	hsa-mir-4667	na
4176_	chr9	miRNA	35608093.0	35608114.0	+	MIMAT0019743	MIMAT0019743	hsa-miR-4667-5p	hsa-miR-4667-5p	MI0017297
4177_	chr9	miRNA	35608136.0	35608156.0	+	MIMAT0019744	MIMAT0019744	hsa-miR-4667-3p	hsa-miR-4667-3p	MI0017297
4178_	chr9	miRNA_primary_transcript	35710673.0	35710738.0	-	MI0022698	MI0022698	hsa-mir-6852	hsa-mir-6852	na
4179_	chr9	miRNA	35710713.0	35710733.0	-	MIMAT0027604	MIMAT0027604	hsa-miR-6852-5p	hsa-miR-6852-5p	MI0022698
4180_	chr9	miRNA	35710681.0	35710697.0	-	MIMAT0027605	MIMAT0027605	hsa-miR-6852-3p	hsa-miR-6852-3p	MI0022698
4181_	chr9	miRNA_primary_transcript	35732919.0	35732992.0	+	MI0022699	MI0022699	hsa-mir-6853	hsa-mir-6853	na
4182_	chr9	miRNA	35732924.0	35732947.0	+	MIMAT0027606	MIMAT0027606	hsa-miR-6853-5p	hsa-miR-6853-5p	MI0022699
4183_	chr9	miRNA	35732971.0	35732992.0	+	MIMAT0027607	MIMAT0027607	hsa-miR-6853-3p	hsa-miR-6853-3p	MI0022699
4184_	chr9	miRNA_primary_transcript	36823536.0	36823596.0	-	MI0016827	MI0016827	hsa-mir-4475	hsa-mir-4475	na
4185_	chr9	miRNA	36823539.0	36823560.0	-	MIMAT0019002	MIMAT0019002	hsa-miR-4475-3p	hsa-miR-4475	MI0016827
4186_	chr9	miRNA_primary_transcript	36864251.0	36864305.0	-	MI0016911	MI0016911	hsa-mir-4540	hsa-mir-4540	na
4187_	chr9	miRNA	36864251.0	36864271.0	-	MIMAT0019083	MIMAT0019083	hsa-miR-4540-3p	hsa-miR-4540	MI0016911
4188_	chr9	miRNA_primary_transcript	36893459.0	36893528.0	-	MI0016828	MI0016828	hsa-mir-4476	hsa-mir-4476	na
4189_	chr9	miRNA	36893463.0	36893484.0	-	MIMAT0019003	MIMAT0019003	hsa-miR-4476-3p	hsa-miR-4476	MI0016828
4190_	chr9	miRNA_primary_transcript	68415308.0	68415388.0	-	MI0016829	MI0016829	hsa-mir-4477a	hsa-mir-4477a	na
4191_	chr9	miRNA	68415320.0	68415341.0	-	MIMAT0019004	MIMAT0019004	hsa-miR-4477a-3p	hsa-miR-4477a	MI0016829
4192_	chr9	miRNA_primary_transcript	68415308.0	68415388.0	+	MI0016830	MI0016830	hsa-mir-4477b	hsa-mir-4477b	na
4193_	chr9	miRNA	68415357.0	68415378.0	+	MIMAT0019005	MIMAT0019005	hsa-miR-4477b-3p	hsa-miR-4477b	MI0016830
4194_	chr9	miRNA_primary_transcript	69002239.0	69002321.0	-	MI0006359	MI0006359	hsa-mir-1299	hsa-mir-1299	na
4195_	chr9	miRNA	69002239.0	69002260.0	-	MIMAT0005887	MIMAT0005887	hsa-miR-1299-3p	hsa-miR-1299	MI0006359
4196_	chr9	miRNA_primary_transcript	73424891.0	73425000.0	-	MI0000284	MI0000284	hsa-mir-204	hsa-mir-204	na
4197_	chr9	miRNA	73424947.0	73424968.0	-	MIMAT0000265	MIMAT0000265	hsa-miR-204-5p	hsa-miR-204-5p	MI0000284
4198_	chr9	miRNA	73424909.0	73424929.0	-	MIMAT0022693	MIMAT0022693	hsa-miR-204-3p	hsa-miR-204-3p	MI0000284
4199_	chr9	miRNA_primary_transcript	86584663.0	86584772.0	-	MI0000263	MI0000263	hsa-mir-7-1	hsa-mir-7-1	na
4200_	chr9	miRNA	86584727.0	86584749.0	-	MIMAT0000252_2	MIMAT0000252	hsa-miR-7-5p	hsa-miR-7-5p	MI0000263
4201_	chr9	miRNA	86584686.0	86584707.0	-	MIMAT0004553	MIMAT0004553	hsa-miR-7-1-3p	hsa-miR-7-1-3p	MI0000263
4202_	chr9	miRNA_primary_transcript	91360751.0	91360820.0	-	MI0015898	MI0015898	hsa-mir-4289	hsa-mir-4289	na
4203_	chr9	miRNA	91360792.0	91360810.0	-	MIMAT0016920	MIMAT0016920	hsa-miR-4289-5p	hsa-miR-4289	MI0015898
4204_	chr9	miRNA_primary_transcript	91927140.0	91927221.0	+	MI0014180	MI0014180	hsa-mir-3153	hsa-mir-3153	na
4205_	chr9	miRNA	91927189.0	91927211.0	+	MIMAT0015026	MIMAT0015026	hsa-miR-3153-3p	hsa-miR-3153	MI0014180
4206_	chr9	miRNA_primary_transcript	92785723.0	92785817.0	-	MI0015899	MI0015899	hsa-mir-4290	hsa-mir-4290	na
4207_	chr9	miRNA	92785733.0	92785751.0	-	MIMAT0016921	MIMAT0016921	hsa-miR-4290-3p	hsa-miR-4290	MI0015899
4208_	chr9	miRNA_primary_transcript	94398533.0	94398643.0	+	MI0016414	MI0016414	hsa-mir-3910-1	hsa-mir-3910-1	na
4209_	chr9	miRNA	94398595.0	94398614.0	+	MIMAT0018184	MIMAT0018184	hsa-miR-3910-3p	hsa-miR-3910	MI0016414
4210_	chr9	miRNA_primary_transcript	94398546.0	94398627.0	-	MI0016431	MI0016431	hsa-mir-3910-2	hsa-mir-3910-2	na
4211_	chr9	miRNA	94398559.0	94398578.0	-	MIMAT0018184_1	MIMAT0018184	hsa-miR-3910-3p	hsa-miR-3910	MI0016431
4212_	chr9	miRNA_primary_transcript	95054740.0	95054829.0	-	MI0016051	MI0016051	hsa-mir-3651	hsa-mir-3651	na
4213_	chr9	miRNA	95054743.0	95054766.0	-	MIMAT0018071	MIMAT0018071	hsa-miR-3651-3p	hsa-miR-3651	MI0016051
4214_	chr9	miRNA_primary_transcript	95290266.0	95290340.0	-	MI0017301	MI0017301	hsa-mir-4670	hsa-mir-4670	na
4215_	chr9	miRNA	95290312.0	95290333.0	-	MIMAT0019750	MIMAT0019750	hsa-miR-4670-5p	hsa-miR-4670-5p	MI0017301
4216_	chr9	miRNA	95290273.0	95290294.0	-	MIMAT0019751	MIMAT0019751	hsa-miR-4670-3p	hsa-miR-4670-3p	MI0017301
4217_	chr9	miRNA_primary_transcript	96357123.0	96357176.0	+	MI0019145	MI0019145	hsa-mir-548au	hsa-mir-548au	na
4218_	chr9	miRNA	96357123.0	96357143.0	+	MIMAT0022291	MIMAT0022291	hsa-miR-548au-5p	hsa-miR-548au-5p	MI0019145
4219_	chr9	miRNA	96357156.0	96357176.0	+	MIMAT0022292	MIMAT0022292	hsa-miR-548au-3p	hsa-miR-548au-3p	MI0019145
4220_	chr9	miRNA_primary_transcript	96581639.0	96581703.0	+	MI0015900	MI0015900	hsa-mir-4291	hsa-mir-4291	na
4221_	chr9	miRNA	96581649.0	96581664.0	+	MIMAT0016922	MIMAT0016922	hsa-miR-4291-5p	hsa-miR-4291	MI0015900
4222_	chr9	miRNA_primary_transcript	96938239.0	96938318.0	+	MI0000060	MI0000060	hsa-let-7a-1	hsa-let-7a-1	na
4223_	chr9	miRNA	96938244.0	96938265.0	+	MIMAT0000062_2	MIMAT0000062	hsa-let-7a-5p	hsa-let-7a-5p	MI0000060
4224_	chr9	miRNA	96938295.0	96938315.0	+	MIMAT0004481_1	MIMAT0004481	hsa-let-7a-3p	hsa-let-7a-3p	MI0000060
4225_	chr9	miRNA_primary_transcript	96938629.0	96938715.0	+	MI0000067	MI0000067	hsa-let-7f-1	hsa-let-7f-1	na
4226_	chr9	miRNA	96938635.0	96938656.0	+	MIMAT0000067	MIMAT0000067	hsa-let-7f-5p	hsa-let-7f-5p	MI0000067
4227_	chr9	miRNA	96938691.0	96938712.0	+	MIMAT0004486	MIMAT0004486	hsa-let-7f-1-3p	hsa-let-7f-1-3p	MI0000067
4228_	chr9	miRNA_primary_transcript	96941116.0	96941202.0	+	MI0000065	MI0000065	hsa-let-7d	hsa-let-7d	na
4229_	chr9	miRNA	96941123.0	96941144.0	+	MIMAT0000065	MIMAT0000065	hsa-let-7d-5p	hsa-let-7d-5p	MI0000065
4230_	chr9	miRNA	96941177.0	96941198.0	+	MIMAT0004484	MIMAT0004484	hsa-let-7d-3p	hsa-let-7d-3p	MI0000065
4231_	chr9	miRNA_primary_transcript	97572244.0	97572339.0	+	MI0011285	MI0011285	hsa-mir-2278	hsa-mir-2278	na
4232_	chr9	miRNA	97572259.0	97572280.0	+	MIMAT0011778	MIMAT0011778	hsa-miR-2278-5p	hsa-miR-2278	MI0011285
4233_	chr9	miRNA_primary_transcript	97827632.0	97827728.0	+	MI0020358	MI0020358	hsa-mir-6081	hsa-mir-6081	na
4234_	chr9	miRNA	97827688.0	97827711.0	+	MIMAT0023706	MIMAT0023706	hsa-miR-6081-3p	hsa-miR-6081	MI0020358
4235_	chr9	miRNA_primary_transcript	97847490.0	97847586.0	+	MI0000439	MI0000439	hsa-mir-23b	hsa-mir-23b	na
4236_	chr9	miRNA	97847509.0	97847530.0	+	MIMAT0004587	MIMAT0004587	hsa-miR-23b-5p	hsa-miR-23b-5p	MI0000439
4237_	chr9	miRNA	97847547.0	97847567.0	+	MIMAT0000418	MIMAT0000418	hsa-miR-23b-3p	hsa-miR-23b-3p	MI0000439
