order	chromosome	A	type	start	end	B	strand	C	ID
3267_	chr4	.	miRNA_primary_transcript	20529898	20530007	.	+	.	ID=MI0000294;Alias=MI0000294;Name=hsa-mir-218-1
3268_	chr4	.	miRNA	20529922	20529942	.	+	.	ID=MIMAT0000275;Alias=MIMAT0000275;Name=hsa-miR-218-5p;Derives_from=MI0000294
3269_	chr4	.	miRNA	20529965	20529986	.	+	.	ID=MIMAT0004565;Alias=MIMAT0004565;Name=hsa-miR-218-1-3p;Derives_from=MI0000294
3270_	chr4	.	miRNA_primary_transcript	21466323	21466381	.	-	.	ID=MI0025754;Alias=MI0025754;Name=hsa-mir-7978
3271_	chr4	.	miRNA	21466361	21466381	.	-	.	ID=MIMAT0031181;Alias=MIMAT0031181;Name=hsa-miR-7978;Derives_from=MI0025754
3272_	chr4	.	miRNA_primary_transcript	24521815	24521913	.	-	.	ID=MI0003580;Alias=MI0003580;Name=hsa-mir-573
3273_	chr4	.	miRNA	24521875	24521898	.	-	.	ID=MIMAT0003238;Alias=MIMAT0003238;Name=hsa-miR-573;Derives_from=MI0003580
3274_	chr4	.	miRNA_primary_transcript	28821204	28821290	.	+	.	ID=MI0015883;Alias=MI0015883;Name=hsa-mir-4275
3275_	chr4	.	miRNA	28821214	28821230	.	+	.	ID=MIMAT0016905;Alias=MIMAT0016905;Name=hsa-miR-4275;Derives_from=MI0015883
3276_	chr4	.	miRNA_primary_transcript	36427988	36428050	.	-	.	ID=MI0006435;Alias=MI0006435;Name=hsa-mir-1255b-1
3277_	chr4	.	miRNA	36428027	36428048	.	-	.	ID=MIMAT0005945_1;Alias=MIMAT0005945;Name=hsa-miR-1255b-5p;Derives_from=MI0006435
3278_	chr4	.	miRNA_primary_transcript	37243532	37243613	.	-	.	ID=MI0017449;Alias=MI0017449;Name=hsa-mir-4801
3279_	chr4	.	miRNA	37243533	37243554	.	-	.	ID=MIMAT0019980;Alias=MIMAT0019980;Name=hsa-miR-4801;Derives_from=MI0017449
3280_	chr4	.	miRNA_primary_transcript	38869653	38869748	.	+	.	ID=MI0003581;Alias=MI0003581;Name=hsa-mir-574
3281_	chr4	.	miRNA	38869677	38869699	.	+	.	ID=MIMAT0004795;Alias=MIMAT0004795;Name=hsa-miR-574-5p;Derives_from=MI0003581
3282_	chr4	.	miRNA	38869713	38869734	.	+	.	ID=MIMAT0003239;Alias=MIMAT0003239;Name=hsa-miR-574-3p;Derives_from=MI0003581
3283_	chr4	.	miRNA_primary_transcript	39413530	39413594	.	+	.	ID=MI0019151;Alias=MI0019151;Name=hsa-mir-5591
3284_	chr4	.	miRNA	39413530	39413550	.	+	.	ID=MIMAT0022301;Alias=MIMAT0022301;Name=hsa-miR-5591-5p;Derives_from=MI0019151
3285_	chr4	.	miRNA	39413574	39413594	.	+	.	ID=MIMAT0022302;Alias=MIMAT0022302;Name=hsa-miR-5591-3p;Derives_from=MI0019151
3286_	chr4	.	miRNA_primary_transcript	40504057	40504136	.	-	.	ID=MI0017450;Alias=MI0017450;Name=hsa-mir-4802
3287_	chr4	.	miRNA	40504103	40504124	.	-	.	ID=MIMAT0019981;Alias=MIMAT0019981;Name=hsa-miR-4802-5p;Derives_from=MI0017450
3288_	chr4	.	miRNA	40504068	40504090	.	-	.	ID=MIMAT0019982;Alias=MIMAT0019982;Name=hsa-miR-4802-3p;Derives_from=MI0017450
3289_	chr4	.	miRNA_primary_transcript	47654686	47654760	.	+	.	ID=MI0025889;Alias=MI0025889;Name=hsa-mir-8053
3290_	chr4	.	miRNA	47654696	47654719	.	+	.	ID=MIMAT0030980;Alias=MIMAT0030980;Name=hsa-miR-8053;Derives_from=MI0025889
3291_	chr4	.	miRNA_primary_transcript	53578849	53578914	.	+	.	ID=MI0016792;Alias=MI0016792;Name=hsa-mir-4449
3292_	chr4	.	miRNA	53578887	53578908	.	+	.	ID=MIMAT0018968;Alias=MIMAT0018968;Name=hsa-miR-4449;Derives_from=MI0016792
3293_	chr4	.	miRNA_primary_transcript	61788337	61788402	.	+	.	ID=MI0016793;Alias=MI0016793;Name=hsa-mir-548ag-1
3294_	chr4	.	miRNA	61788341	61788361	.	+	.	ID=MIMAT0018969_1;Alias=MIMAT0018969;Name=hsa-miR-548ag;Derives_from=MI0016793
3295_	chr4	.	miRNA_primary_transcript	67142542	67142646	.	+	.	ID=MI0006406;Alias=MI0006406;Name=hsa-mir-1269a
3296_	chr4	.	miRNA	67142608	67142629	.	+	.	ID=MIMAT0005923;Alias=MIMAT0005923;Name=hsa-miR-1269a;Derives_from=MI0006406
3297_	chr4	.	miRNA_primary_transcript	77494721	77494785	.	+	.	ID=MI0016795;Alias=MI0016795;Name=hsa-mir-4450
3298_	chr4	.	miRNA	77494725	77494746	.	+	.	ID=MIMAT0018971;Alias=MIMAT0018971;Name=hsa-miR-4450;Derives_from=MI0016795
3299_	chr4	.	miRNA_primary_transcript	77496704	77496779	.	+	.	ID=MI0016796;Alias=MI0016796;Name=hsa-mir-548ah
3300_	chr4	.	miRNA	77496714	77496733	.	+	.	ID=MIMAT0018972;Alias=MIMAT0018972;Name=hsa-miR-548ah-5p;Derives_from=MI0016796
3301_	chr4	.	miRNA	77496750	77496771	.	+	.	ID=MIMAT0020957;Alias=MIMAT0020957;Name=hsa-miR-548ah-3p;Derives_from=MI0016796
3302_	chr4	.	miRNA_primary_transcript	79741906	79741975	.	+	.	ID=MI0018004;Alias=MI0018004;Name=hsa-mir-5096
3303_	chr4	.	miRNA	79741918	79741938	.	+	.	ID=MIMAT0020603;Alias=MIMAT0020603;Name=hsa-miR-5096;Derives_from=MI0018004
3304_	chr4	.	miRNA_primary_transcript	83674490	83674583	.	-	.	ID=MI0003582;Alias=MI0003582;Name=hsa-mir-575
3305_	chr4	.	miRNA	83674505	83674523	.	-	.	ID=MIMAT0003240;Alias=MIMAT0003240;Name=hsa-miR-575;Derives_from=MI0003582
3306_	chr4	.	miRNA_primary_transcript	86643621	86643686	.	+	.	ID=MI0016797;Alias=MI0016797;Name=hsa-mir-4451
3307_	chr4	.	miRNA	86643668	86643684	.	+	.	ID=MIMAT0018973;Alias=MIMAT0018973;Name=hsa-miR-4451;Derives_from=MI0016797
3308_	chr4	.	miRNA_primary_transcript	87463635	87463705	.	-	.	ID=MI0016798;Alias=MI0016798;Name=hsa-mir-4452
3309_	chr4	.	miRNA	87463638	87463660	.	-	.	ID=MIMAT0018974;Alias=MIMAT0018974;Name=hsa-miR-4452;Derives_from=MI0016798
3310_	chr4	.	miRNA_primary_transcript	88221647	88221735	.	-	.	ID=MI0019313;Alias=MI0019313;Name=hsa-mir-5705
3311_	chr4	.	miRNA	88221657	88221679	.	-	.	ID=MIMAT0022499;Alias=MIMAT0022499;Name=hsa-miR-5705;Derives_from=MI0019313
3312_	chr4	.	miRNA_primary_transcript	99918538	99918611	.	+	.	ID=MI0016085;Alias=MI0016085;Name=hsa-mir-3684
3313_	chr4	.	miRNA	99918585	99918605	.	+	.	ID=MIMAT0018112;Alias=MIMAT0018112;Name=hsa-miR-3684;Derives_from=MI0016085
3314_	chr4	.	miRNA_primary_transcript	102161952	102162029	.	-	.	ID=MI0025902;Alias=MI0025902;Name=hsa-mir-8066
3315_	chr4	.	miRNA	102161962	102161982	.	-	.	ID=MIMAT0030993;Alias=MIMAT0030993;Name=hsa-miR-8066;Derives_from=MI0025902
3316_	chr4	.	miRNA_primary_transcript	102251459	102251571	.	-	.	ID=MI0006389;Alias=MI0006389;Name=hsa-mir-1255a
3317_	chr4	.	miRNA	102251522	102251544	.	-	.	ID=MIMAT0005906;Alias=MIMAT0005906;Name=hsa-miR-1255a;Derives_from=MI0006389
3318_	chr4	.	miRNA_primary_transcript	110409854	110409951	.	+	.	ID=MI0003583;Alias=MI0003583;Name=hsa-mir-576
3319_	chr4	.	miRNA	110409869	110409890	.	+	.	ID=MIMAT0003241;Alias=MIMAT0003241;Name=hsa-miR-576-5p;Derives_from=MI0003583
3320_	chr4	.	miRNA	110409908	110409929	.	+	.	ID=MIMAT0004796;Alias=MIMAT0004796;Name=hsa-miR-576-3p;Derives_from=MI0003583
3321_	chr4	.	miRNA_primary_transcript	111781738	111781803	.	-	.	ID=MI0005775;Alias=MI0005775;Name=hsa-mir-297
3322_	chr4	.	miRNA	111781780	111781800	.	-	.	ID=MIMAT0004450;Alias=MIMAT0004450;Name=hsa-miR-297;Derives_from=MI0005775
3323_	chr4	.	miRNA_primary_transcript	113569030	113569097	.	-	.	ID=MI0000775;Alias=MI0000775;Name=hsa-mir-367
3324_	chr4	.	miRNA	113569071	113569092	.	-	.	ID=MIMAT0004686;Alias=MIMAT0004686;Name=hsa-miR-367-5p;Derives_from=MI0000775
3325_	chr4	.	miRNA	113569033	113569054	.	-	.	ID=MIMAT0000719;Alias=MIMAT0000719;Name=hsa-miR-367-3p;Derives_from=MI0000775
3326_	chr4	.	miRNA_primary_transcript	113569160	113569227	.	-	.	ID=MI0000774;Alias=MI0000774;Name=hsa-mir-302d
3327_	chr4	.	miRNA	113569201	113569222	.	-	.	ID=MIMAT0004685;Alias=MIMAT0004685;Name=hsa-miR-302d-5p;Derives_from=MI0000774
3328_	chr4	.	miRNA	113569162	113569184	.	-	.	ID=MIMAT0000718;Alias=MIMAT0000718;Name=hsa-miR-302d-3p;Derives_from=MI0000774
3329_	chr4	.	miRNA_primary_transcript	113569339	113569407	.	-	.	ID=MI0000738;Alias=MI0000738;Name=hsa-mir-302a
3330_	chr4	.	miRNA	113569380	113569402	.	-	.	ID=MIMAT0000683;Alias=MIMAT0000683;Name=hsa-miR-302a-5p;Derives_from=MI0000738
3331_	chr4	.	miRNA	113569342	113569364	.	-	.	ID=MIMAT0000684;Alias=MIMAT0000684;Name=hsa-miR-302a-3p;Derives_from=MI0000738
3332_	chr4	.	miRNA_primary_transcript	113569519	113569586	.	-	.	ID=MI0000773;Alias=MI0000773;Name=hsa-mir-302c
3333_	chr4	.	miRNA	113569558	113569579	.	-	.	ID=MIMAT0000716;Alias=MIMAT0000716;Name=hsa-miR-302c-5p;Derives_from=MI0000773
3334_	chr4	.	miRNA	113569522	113569544	.	-	.	ID=MIMAT0000717;Alias=MIMAT0000717;Name=hsa-miR-302c-3p;Derives_from=MI0000773
3335_	chr4	.	miRNA_primary_transcript	113569641	113569713	.	-	.	ID=MI0000772;Alias=MI0000772;Name=hsa-mir-302b
3336_	chr4	.	miRNA	113569682	113569703	.	-	.	ID=MIMAT0000714;Alias=MIMAT0000714;Name=hsa-miR-302b-5p;Derives_from=MI0000772
3337_	chr4	.	miRNA	113569645	113569667	.	-	.	ID=MIMAT0000715;Alias=MIMAT0000715;Name=hsa-miR-302b-3p;Derives_from=MI0000772
3338_	chr4	.	miRNA_primary_transcript	114028019	114028111	.	+	.	ID=MI0006373;Alias=MI0006373;Name=hsa-mir-1243
3339_	chr4	.	miRNA	114028023	114028044	.	+	.	ID=MIMAT0005894;Alias=MIMAT0005894;Name=hsa-miR-1243;Derives_from=MI0006373
3340_	chr4	.	miRNA_primary_transcript	114073438	114073518	.	+	.	ID=MI0025918;Alias=MI0025918;Name=hsa-mir-8082
3341_	chr4	.	miRNA	114073448	114073469	.	+	.	ID=MIMAT0031009;Alias=MIMAT0031009;Name=hsa-miR-8082;Derives_from=MI0025918
3342_	chr4	.	miRNA_primary_transcript	115577915	115578010	.	+	.	ID=MI0003584;Alias=MI0003584;Name=hsa-mir-577
3343_	chr4	.	miRNA	115577930	115577950	.	+	.	ID=MIMAT0003242;Alias=MIMAT0003242;Name=hsa-miR-577;Derives_from=MI0003584
3344_	chr4	.	miRNA_primary_transcript	117220881	117220924	.	+	.	ID=MI0009983;Alias=MI0009983;Name=hsa-mir-1973
3345_	chr4	.	miRNA	117220906	117220924	.	+	.	ID=MIMAT0009448;Alias=MIMAT0009448;Name=hsa-miR-1973;Derives_from=MI0009983
3346_	chr4	.	miRNA_primary_transcript	126428414	126428462	.	+	.	ID=MI0010488;Alias=MI0010488;Name=hsa-mir-2054
3347_	chr4	.	miRNA	126428414	126428436	.	+	.	ID=MIMAT0009979;Alias=MIMAT0009979;Name=hsa-miR-2054;Derives_from=MI0010488
3348_	chr4	.	miRNA_primary_transcript	144264613	144264688	.	+	.	ID=MI0014162;Alias=MI0014162;Name=hsa-mir-3139
3349_	chr4	.	miRNA	144264622	144264644	.	+	.	ID=MIMAT0015007;Alias=MIMAT0015007;Name=hsa-miR-3139;Derives_from=MI0014162
3350_	chr4	.	miRNA_primary_transcript	147329735	147329840	.	+	.	ID=MI0025519;Alias=MI0025519;Name=hsa-mir-7849
3351_	chr4	.	miRNA	147329798	147329819	.	+	.	ID=MIMAT0030424;Alias=MIMAT0030424;Name=hsa-miR-7849-3p;Derives_from=MI0025519
3352_	chr4	.	miRNA_primary_transcript	148265781	148265869	.	-	.	ID=MI0006395;Alias=MI0006395;Name=hsa-mir-548g
3353_	chr4	.	miRNA	148265795	148265816	.	-	.	ID=MIMAT0005912;Alias=MIMAT0005912;Name=hsa-miR-548g-3p;Derives_from=MI0006395
3354_	chr4	.	miRNA	148265833	148265855	.	-	.	ID=MIMAT0022722;Alias=MIMAT0022722;Name=hsa-miR-548g-5p;Derives_from=MI0006395
3355_	chr4	.	miRNA_primary_transcript	148703746	148703819	.	+	.	ID=MI0017446;Alias=MI0017446;Name=hsa-mir-4799
3356_	chr4	.	miRNA	148703755	148703776	.	+	.	ID=MIMAT0019976;Alias=MIMAT0019976;Name=hsa-miR-4799-5p;Derives_from=MI0017446
3357_	chr4	.	miRNA	148703790	148703811	.	+	.	ID=MIMAT0019977;Alias=MIMAT0019977;Name=hsa-miR-4799-3p;Derives_from=MI0017446
3358_	chr4	.	miRNA_primary_transcript	153410479	153410568	.	-	.	ID=MI0014163;Alias=MI0014163;Name=hsa-mir-3140
3359_	chr4	.	miRNA	153410488	153410509	.	-	.	ID=MIMAT0015008;Alias=MIMAT0015008;Name=hsa-miR-3140-3p;Derives_from=MI0014163
3360_	chr4	.	miRNA	153410537	153410557	.	-	.	ID=MIMAT0019204;Alias=MIMAT0019204;Name=hsa-miR-3140-5p;Derives_from=MI0014163
3361_	chr4	.	miRNA_primary_transcript	153457580	153457668	.	+	.	ID=MI0016799;Alias=MI0016799;Name=hsa-mir-4453
3362_	chr4	.	miRNA	153457584	153457603	.	+	.	ID=MIMAT0018975;Alias=MIMAT0018975;Name=hsa-miR-4453;Derives_from=MI0016799
3363_	chr4	.	miRNA_primary_transcript	160049954	160050046	.	-	.	ID=MI0016089;Alias=MI0016089;Name=hsa-mir-3688-1
3364_	chr4	.	miRNA	160049966	160049987	.	-	.	ID=MIMAT0018116;Alias=MIMAT0018116;Name=hsa-miR-3688-3p;Derives_from=MI0016089
3365_	chr4	.	miRNA	160050012	160050032	.	-	.	ID=MIMAT0019223;Alias=MIMAT0019223;Name=hsa-miR-3688-5p;Derives_from=MI0016089
3366_	chr4	.	miRNA_primary_transcript	160049957	160050043	.	+	.	ID=MI0017447;Alias=MI0017447;Name=hsa-mir-3688-2
3367_	chr4	.	miRNA	160049968	160049988	.	+	.	ID=MIMAT0019223_1;Alias=MIMAT0019223;Name=hsa-miR-3688-5p;Derives_from=MI0017447
3368_	chr4	.	miRNA	160050013	160050034	.	+	.	ID=MIMAT0018116_1;Alias=MIMAT0018116;Name=hsa-miR-3688-3p;Derives_from=MI0017447
3369_	chr4	.	miRNA_primary_transcript	164014726	164014780	.	-	.	ID=MI0016800;Alias=MI0016800;Name=hsa-mir-4454
3370_	chr4	.	miRNA	164014759	164014778	.	-	.	ID=MIMAT0018976;Alias=MIMAT0018976;Name=hsa-miR-4454;Derives_from=MI0016800
3371_	chr4	.	miRNA_primary_transcript	166307394	166307489	.	+	.	ID=MI0003585;Alias=MI0003585;Name=hsa-mir-578
3372_	chr4	.	miRNA	166307454	166307474	.	+	.	ID=MIMAT0003243;Alias=MIMAT0003243;Name=hsa-miR-578;Derives_from=MI0003585
3373_	chr4	.	miRNA_primary_transcript	172107335	172107443	.	+	.	ID=MI0020359;Alias=MI0020359;Name=hsa-mir-6082
3374_	chr4	.	miRNA	172107340	172107358	.	+	.	ID=MIMAT0023707;Alias=MIMAT0023707;Name=hsa-miR-6082;Derives_from=MI0020359
3375_	chr4	.	miRNA_primary_transcript	174189311	174189384	.	+	.	ID=MI0014164;Alias=MI0014164;Name=hsa-mir-548t
3376_	chr4	.	miRNA	174189320	174189340	.	+	.	ID=MIMAT0015009;Alias=MIMAT0015009;Name=hsa-miR-548t-5p;Derives_from=MI0014164
3377_	chr4	.	miRNA	174189356	174189380	.	+	.	ID=MIMAT0022730;Alias=MIMAT0022730;Name=hsa-miR-548t-3p;Derives_from=MI0014164
3378_	chr4	.	miRNA_primary_transcript	175344946	175345015	.	+	.	ID=MI0015882;Alias=MI0015882;Name=hsa-mir-4276
3379_	chr4	.	miRNA	175344956	175344972	.	+	.	ID=MIMAT0016904;Alias=MIMAT0016904;Name=hsa-miR-4276;Derives_from=MI0015882
3380_	chr4	.	miRNA_primary_transcript	183090446	183090531	.	+	.	ID=MI0006372;Alias=MI0006372;Name=hsa-mir-1305
3381_	chr4	.	miRNA	183090496	183090517	.	+	.	ID=MIMAT0005893;Alias=MIMAT0005893;Name=hsa-miR-1305;Derives_from=MI0006372
3382_	chr4	.	miRNA_primary_transcript	185772167	185772264	.	-	.	ID=MI0016602;Alias=MI0016602;Name=hsa-mir-3945
3383_	chr4	.	miRNA	185772220	185772242	.	-	.	ID=MIMAT0018361;Alias=MIMAT0018361;Name=hsa-miR-3945;Derives_from=MI0016602
3384_	chr4	.	miRNA_primary_transcript	185859537	185859594	.	-	.	ID=MI0016801;Alias=MI0016801;Name=hsa-mir-4455
3385_	chr4	.	miRNA	185859575	185859591	.	-	.	ID=MIMAT0018977;Alias=MIMAT0018977;Name=hsa-miR-4455;Derives_from=MI0016801
3386_	chr5	.	miRNA_primary_transcript	535955	535997	.	-	.	ID=MI0016802;Alias=MI0016802;Name=hsa-mir-4456
3387_	chr5	.	miRNA	535976	535992	.	-	.	ID=MIMAT0018978;Alias=MIMAT0018978;Name=hsa-miR-4456;Derives_from=MI0016802
3388_	chr5	.	miRNA_primary_transcript	1063011	1063089	.	-	.	ID=MI0017262;Alias=MI0017262;Name=hsa-mir-4635
3389_	chr5	.	miRNA	1063019	1063039	.	-	.	ID=MIMAT0019692;Alias=MIMAT0019692;Name=hsa-miR-4635;Derives_from=MI0017262
3390_	chr5	.	miRNA_primary_transcript	1309425	1309492	.	-	.	ID=MI0016803;Alias=MI0016803;Name=hsa-mir-4457
3391_	chr5	.	miRNA	1309429	1309450	.	-	.	ID=MIMAT0018979;Alias=MIMAT0018979;Name=hsa-miR-4457;Derives_from=MI0016803
3392_	chr5	.	miRNA_primary_transcript	1510877	1510971	.	-	.	ID=MI0020352;Alias=MI0020352;Name=hsa-mir-6075
3393_	chr5	.	miRNA	1510882	1510902	.	-	.	ID=MIMAT0023700;Alias=MIMAT0023700;Name=hsa-miR-6075;Derives_from=MI0020352
3394_	chr5	.	miRNA_primary_transcript	1708900	1708983	.	-	.	ID=MI0015886;Alias=MI0015886;Name=hsa-mir-4277
3395_	chr5	.	miRNA	1708953	1708973	.	-	.	ID=MIMAT0016908;Alias=MIMAT0016908;Name=hsa-miR-4277;Derives_from=MI0015886
3396_	chr5	.	miRNA_primary_transcript	6827966	6828034	.	-	.	ID=MI0015888;Alias=MI0015888;Name=hsa-mir-4278
3397_	chr5	.	miRNA	6827976	6827993	.	-	.	ID=MIMAT0016910;Alias=MIMAT0016910;Name=hsa-miR-4278;Derives_from=MI0015888
3398_	chr5	.	miRNA_primary_transcript	8461038	8461112	.	+	.	ID=MI0016804;Alias=MI0016804;Name=hsa-mir-4458
3399_	chr5	.	miRNA	8461046	8461064	.	+	.	ID=MIMAT0018980;Alias=MIMAT0018980;Name=hsa-miR-4458;Derives_from=MI0016804
3400_	chr5	.	miRNA_primary_transcript	9053928	9054007	.	-	.	ID=MI0017263;Alias=MI0017263;Name=hsa-mir-4636
3401_	chr5	.	miRNA	9053977	9053998	.	-	.	ID=MIMAT0019693;Alias=MIMAT0019693;Name=hsa-miR-4636;Derives_from=MI0017263
3402_	chr5	.	miRNA_primary_transcript	10478149	10478257	.	+	.	ID=MI0021276;Alias=MI0021276;Name=hsa-mir-6131
3403_	chr5	.	miRNA	10478219	10478237	.	+	.	ID=MIMAT0024615;Alias=MIMAT0024615;Name=hsa-miR-6131;Derives_from=MI0021276
3404_	chr5	.	miRNA_primary_transcript	14826038	14826121	.	-	.	ID=MI0017264;Alias=MI0017264;Name=hsa-mir-4637
3405_	chr5	.	miRNA	14826041	14826062	.	-	.	ID=MIMAT0019694;Alias=MIMAT0019694;Name=hsa-miR-4637;Derives_from=MI0017264
3406_	chr5	.	miRNA_primary_transcript	15935291	15935369	.	+	.	ID=MI0005562;Alias=MI0005562;Name=hsa-mir-887
3407_	chr5	.	miRNA	15935338	15935359	.	+	.	ID=MIMAT0004951;Alias=MIMAT0004951;Name=hsa-miR-887-3p;Derives_from=MI0005562
3408_	chr5	.	miRNA	15935300	15935320	.	+	.	ID=MIMAT0026720;Alias=MIMAT0026720;Name=hsa-miR-887-5p;Derives_from=MI0005562
3409_	chr5	.	miRNA_primary_transcript	31936208	31936265	.	-	.	ID=MI0015887;Alias=MI0015887;Name=hsa-mir-4279
3410_	chr5	.	miRNA	31936218	31936233	.	-	.	ID=MIMAT0016909;Alias=MIMAT0016909;Name=hsa-miR-4279;Derives_from=MI0015887
3411_	chr5	.	miRNA_primary_transcript	32394484	32394581	.	-	.	ID=MI0003586;Alias=MI0003586;Name=hsa-mir-579
3412_	chr5	.	miRNA	32394498	32394520	.	-	.	ID=MIMAT0003244;Alias=MIMAT0003244;Name=hsa-miR-579-3p;Derives_from=MI0003586
3413_	chr5	.	miRNA	32394536	32394557	.	-	.	ID=MIMAT0026616;Alias=MIMAT0026616;Name=hsa-miR-579-5p;Derives_from=MI0003586
3414_	chr5	.	miRNA_primary_transcript	36147994	36148090	.	-	.	ID=MI0003587;Alias=MI0003587;Name=hsa-mir-580
3415_	chr5	.	miRNA	36148009	36148030	.	-	.	ID=MIMAT0003245;Alias=MIMAT0003245;Name=hsa-miR-580-3p;Derives_from=MI0003587
3416_	chr5	.	miRNA	36148048	36148069	.	-	.	ID=MIMAT0026617;Alias=MIMAT0026617;Name=hsa-miR-580-5p;Derives_from=MI0003587
3417_	chr5	.	miRNA_primary_transcript	38557604	38557663	.	-	.	ID=MI0016050;Alias=MI0016050;Name=hsa-mir-3650
3418_	chr5	.	miRNA	38557642	38557660	.	-	.	ID=MIMAT0018070;Alias=MIMAT0018070;Name=hsa-miR-3650;Derives_from=MI0016050
3419_	chr5	.	miRNA_primary_transcript	53247334	53247429	.	-	.	ID=MI0003588;Alias=MI0003588;Name=hsa-mir-581
3420_	chr5	.	miRNA	53247394	53247414	.	-	.	ID=MIMAT0003246;Alias=MIMAT0003246;Name=hsa-miR-581;Derives_from=MI0003588
3421_	chr5	.	miRNA_primary_transcript	53371348	53371413	.	-	.	ID=MI0016805;Alias=MI0016805;Name=hsa-mir-4459
3422_	chr5	.	miRNA	53371390	53371411	.	-	.	ID=MIMAT0018981;Alias=MIMAT0018981;Name=hsa-miR-4459;Derives_from=MI0016805
3423_	chr5	.	miRNA_primary_transcript	54466360	54466450	.	-	.	ID=MI0001648;Alias=MI0001648;Name=hsa-mir-449a
3424_	chr5	.	miRNA	54466414	54466435	.	-	.	ID=MIMAT0001541;Alias=MIMAT0001541;Name=hsa-miR-449a;Derives_from=MI0001648
3425_	chr5	.	miRNA_primary_transcript	54466474	54466570	.	-	.	ID=MI0003673;Alias=MI0003673;Name=hsa-mir-449b
3426_	chr5	.	miRNA	54466534	54466555	.	-	.	ID=MIMAT0003327;Alias=MIMAT0003327;Name=hsa-miR-449b-5p;Derives_from=MI0003673
3427_	chr5	.	miRNA	54466495	54466516	.	-	.	ID=MIMAT0009203;Alias=MIMAT0009203;Name=hsa-miR-449b-3p;Derives_from=MI0003673
3428_	chr5	.	miRNA_primary_transcript	54468090	54468181	.	-	.	ID=MI0003823;Alias=MI0003823;Name=hsa-mir-449c
3429_	chr5	.	miRNA	54468141	54468165	.	-	.	ID=MIMAT0010251;Alias=MIMAT0010251;Name=hsa-miR-449c-5p;Derives_from=MI0003823
3430_	chr5	.	miRNA	54468103	54468125	.	-	.	ID=MIMAT0013771;Alias=MIMAT0013771;Name=hsa-miR-449c-3p;Derives_from=MI0003823
3431_	chr5	.	miRNA_primary_transcript	54804678	54804754	.	-	.	ID=MI0019291;Alias=MI0019291;Name=hsa-mir-5687
3432_	chr5	.	miRNA	54804687	54804708	.	-	.	ID=MIMAT0022478;Alias=MIMAT0022478;Name=hsa-miR-5687;Derives_from=MI0019291
3433_	chr5	.	miRNA_primary_transcript	57825870	57825936	.	-	.	ID=MI0016780;Alias=MI0016780;Name=hsa-mir-548ae-2
3434_	chr5	.	miRNA	57825874	57825894	.	-	.	ID=MIMAT0018954_1;Alias=MIMAT0018954;Name=hsa-miR-548ae;Derives_from=MI0016780
3435_	chr5	.	miRNA_primary_transcript	58999432	58999529	.	-	.	ID=MI0003589;Alias=MI0003589;Name=hsa-mir-582
3436_	chr5	.	miRNA	58999492	58999514	.	-	.	ID=MIMAT0003247;Alias=MIMAT0003247;Name=hsa-miR-582-5p;Derives_from=MI0003589
3437_	chr5	.	miRNA	58999456	58999477	.	-	.	ID=MIMAT0004797;Alias=MIMAT0004797;Name=hsa-miR-582-3p;Derives_from=MI0003589
3438_	chr5	.	miRNA_primary_transcript	71465294	71465367	.	+	.	ID=MI0017451;Alias=MI0017451;Name=hsa-mir-4803
3439_	chr5	.	miRNA	71465303	71465323	.	+	.	ID=MIMAT0019983;Alias=MIMAT0019983;Name=hsa-miR-4803;Derives_from=MI0017451
3440_	chr5	.	miRNA_primary_transcript	72174418	72174490	.	+	.	ID=MI0017452;Alias=MI0017452;Name=hsa-mir-4804
3441_	chr5	.	miRNA	72174427	72174447	.	+	.	ID=MIMAT0019984;Alias=MIMAT0019984;Name=hsa-miR-4804-5p;Derives_from=MI0017452
3442_	chr5	.	miRNA	72174462	72174482	.	+	.	ID=MIMAT0019985;Alias=MIMAT0019985;Name=hsa-miR-4804-3p;Derives_from=MI0017452
3443_	chr5	.	miRNA_primary_transcript	82135974	82136043	.	+	.	ID=MI0016995;Alias=MI0016995;Name=hsa-mir-3977
3444_	chr5	.	miRNA	82135976	82135998	.	+	.	ID=MIMAT0019362;Alias=MIMAT0019362;Name=hsa-miR-3977;Derives_from=MI0016995
3445_	chr5	.	miRNA_primary_transcript	85916314	85916392	.	+	.	ID=MI0015997;Alias=MI0015997;Name=hsa-mir-3607
3446_	chr5	.	miRNA	85916325	85916346	.	+	.	ID=MIMAT0017984;Alias=MIMAT0017984;Name=hsa-miR-3607-5p;Derives_from=MI0015997
3447_	chr5	.	miRNA	85916364	85916383	.	+	.	ID=MIMAT0017985;Alias=MIMAT0017985;Name=hsa-miR-3607-3p;Derives_from=MI0015997
3448_	chr5	.	miRNA_primary_transcript	86410696	86410771	.	-	.	ID=MI0015889;Alias=MI0015889;Name=hsa-mir-4280
3449_	chr5	.	miRNA	86410741	86410761	.	-	.	ID=MIMAT0016911;Alias=MIMAT0016911;Name=hsa-miR-4280;Derives_from=MI0015889
3450_	chr5	.	miRNA_primary_transcript	87962671	87962757	.	-	.	ID=MI0000467;Alias=MI0000467;Name=hsa-mir-9-2
3451_	chr5	.	miRNA	87962720	87962742	.	-	.	ID=MIMAT0000441_2;Alias=MIMAT0000441;Name=hsa-miR-9-5p;Derives_from=MI0000467
